Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02 00:00:00-05:00,0.05794139951467513,0.0598859180978055,0.05794139951467513,0.05794139951467514,841958,0.0,0.0
1962-01-03 00:00:00-05:00,0.057941440253768677,0.05891369790568587,0.057941440253768677,0.05871912091970444,801865,0.0,0.0
1962-01-04 00:00:00-05:00,0.05871912091970444,0.05891369790568587,0.05833059422573154,0.05871912091970444,962238,0.0,0.0
1962-01-05 00:00:00-05:00,0.05871912700172863,0.05910828101399938,0.05852517262714407,0.058913704007864,962238,0.0,0.0
1962-01-08 00:00:00-05:00,0.05891369790568587,0.05969138321812526,0.05755290891329215,0.05871912091970444,1282984,0.0,0.0
1962-01-09 00:00:00-05:00,0.058719087916096514,0.05988592654466629,0.05833056144049852,0.05988592654466629,641492,0.0,0.0
1962-01-10 00:00:00-05:00,0.05988590952101378,0.060858166350083266,0.05988590952101378,0.06046901270747185,681585,0.0,0.0
1962-01-11 00:00:00-05:00,0.06046903319939643,0.06260812905024393,0.060275078943322305,0.06221897527575493,2004663,0.0,0.0
1962-01-12 00:00:00-05:00,0.062219001034050765,0.06241357800184897,0.05949742330359481,0.06027510389685631,2004663,0.0,0.0
1962-01-15 00:00:00-05:00,0.06027510389685631,0.06066363520102458,0.05988595460776308,0.06027510389685631,641492,0.0,0.0
1962-01-16 00:00:00-05:00,0.059885960204106685,0.059885960204106685,0.05833059422573154,0.05871912091970444,360839,0.0,0.0
1962-01-17 00:00:00-05:00,0.05871906973828049,0.05871906973828049,0.05677517876029014,0.056775178760290146,400933,0.0,0.0
1962-01-18 00:00:00-05:00,0.057163714749032556,0.058330553213020706,0.057163714749032556,0.05794139951467514,320746,0.0,0.0
1962-01-19 00:00:00-05:00,0.05833054744908308,0.059108227491378784,0.05833054744908308,0.059108227491378784,441026,0.0,0.0
1962-01-22 00:00:00-05:00,0.05949739141868892,0.06008049473166465,0.05949739141868892,0.06008049473166466,360839,0.0,0.0
1962-01-23 00:00:00-05:00,0.06008049877478297,0.061441291648834065,0.05949739542256728,0.05988592654466629,1202798,0.0,0.0
1962-01-24 00:00:00-05:00,0.05988591218017439,0.05988591218017439,0.05833054744908308,0.059108227491378784,360839,0.0,0.0
1962-01-25 00:00:00-05:00,0.059108249751453464,0.05930282665467648,0.05833056941628456,0.05833056941628456,160373,0.0,0.0
1962-01-26 00:00:00-05:00,0.058330553213020706,0.05910823333216292,0.05794139951467513,0.05794139951467514,360839,0.0,0.0
1962-01-29 00:00:00-05:00,0.05794139951467513,0.05871907963381735,0.05794139951467513,0.05794139951467514,240560,0.0,0.0
1962-01-30 00:00:00-05:00,0.05794141560983852,0.058525141673005925,0.057552884434614,0.05833056941628456,681585,0.0,0.0
1962-01-31 00:00:00-05:00,0.05833056941628456,0.058525141673005925,0.05794141560983852,0.05833056941628456,320746,0.0,0.0
1962-02-01 00:00:00-05:00,0.05833054744908308,0.060080484363620144,0.05833054744908308,0.059108227491378784,1282984,0.0,0.0
1962-02-02 00:00:00-05:00,0.059108227491378784,0.05988591218017439,0.059108227491378784,0.059108227491378784,641492,0.0,0.0
