Date,Close
1962-01-02 05:00:00,0.0579414255917072
1962-01-03 05:00:00,0.0587191209197044
1962-01-04 05:00:00,0.0587191209197044
1962-01-05 05:00:00,0.0589136853814125
1962-01-08 05:00:00,0.0587191209197044
1962-01-09 05:00:00,0.0598859786987304
1962-01-10 05:00:00,0.0604690611362457
1962-01-11 05:00:00,0.0622189976274967
1962-01-12 05:00:00,0.0602750740945339
1962-01-15 05:00:00,0.0602750740945339
1962-01-16 05:00:00,0.0587191209197044
1962-01-17 05:00:00,0.0567752197384834
1962-01-18 05:00:00,0.0579414255917072
1962-01-19 05:00:00,0.0591082535684108
1962-01-22 05:00:00,0.0600805170834064
1962-01-23 05:00:00,0.0598859786987304
1962-01-24 05:00:00,0.0591082535684108
1962-01-25 05:00:00,0.0583305656909942
1962-01-26 05:00:00,0.0579414255917072
1962-01-29 05:00:00,0.0579414255917072
1962-01-30 05:00:00,0.0583305656909942
1962-01-31 05:00:00,0.0583305656909942
1962-02-01 05:00:00,0.0591082535684108
1962-02-02 05:00:00,0.0591082535684108
1962-02-05 05:00:00,0.0591082535684108
1962-02-06 05:00:00,0.0587191209197044
1962-02-07 05:00:00,0.0594973973929882
1962-02-08 05:00:00,0.0610527582466602
1962-02-09 05:00:00,0.0614413097500801
1962-02-12 05:00:00,0.0614413097500801
1962-02-13 05:00:00,0.0614413097500801
1962-02-14 05:00:00,0.0606635995209217
1962-02-15 05:00:00,0.0610527582466602
1962-02-16 05:00:00,0.0622189976274967
1962-02-19 05:00:00,0.0612473636865615
1962-02-20 05:00:00,0.0618304684758186
1962-02-21 05:00:00,0.0610527582466602
1962-02-23 05:00:00,0.0606635995209217
1962-02-26 05:00:00,0.0591082535684108
1962-02-27 05:00:00,0.0587191209197044
1962-02-28 05:00:00,0.0581360235810279
1962-03-01 05:00:00,0.0596913583576679
1962-03-02 05:00:00,0.0593028478324413
1962-03-05 05:00:00,0.0594973973929882
1962-03-06 05:00:00,0.0587191209197044
1962-03-07 05:00:00,0.0583305656909942
1962-03-08 05:00:00,0.0593028478324413
1962-03-09 05:00:00,0.0591082535684108
1962-03-12 05:00:00,0.0602750740945339
1962-03-13 05:00:00,0.0614055581390857
1962-03-14 05:00:00,0.0608203597366809
1962-03-15 05:00:00,0.0612104646861553
1962-03-16 05:00:00,0.0612104646861553
1962-03-19 05:00:00,0.0612104646861553
1962-03-20 05:00:00,0.0604307912290096
1962-03-21 05:00:00,0.0594559796154499
1962-03-22 05:00:00,0.0588707774877548
1962-03-23 05:00:00,0.0588707774877548
1962-03-26 05:00:00,0.058481253683567
1962-03-27 05:00:00,0.0577015727758407
1962-03-28 05:00:00,0.0573113523423671
1962-03-29 05:00:00,0.0582861751317977
1962-03-30 05:00:00,0.0582861751317977
1962-04-02 05:00:00,0.0577015727758407
1962-04-03 05:00:00,0.0573113523423671
1962-04-04 05:00:00,0.0577015727758407
1962-04-05 05:00:00,0.0573113523423671
1962-04-06 05:00:00,0.0578966587781906
1962-04-09 05:00:00,0.058091077953577
1962-04-10 05:00:00,0.0578966587781906
1962-04-11 05:00:00,0.0573113523423671
1962-04-12 05:00:00,0.0545821525156497
1962-04-13 05:00:00,0.0541926361620426
1962-04-16 05:00:00,0.054972305893898
1962-04-17 05:00:00,0.0561422035098075
1962-04-18 05:00:00,0.0569218657910823
